property_id,title,url,address,country,tag,property_status,primary price,secondary price,agent,agent_address,agent_phone,agent_url,date_added,letting_details,property_type,beds,baths,key_features,description,property_size
prop138254366,"
            2 bedroom apartment        ",https://www.rightmove.co.uk/properties/138254366#/?channel=RES_LET,"Wendover Road, Staines, Middlesex, TW18",GB,Commercial,"
Development Microsite





","£1,400 pcm",£323 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Stirling Ackroyd Lettings, Staines - Lettings","142-144 High Street,
Staines,
TW18 4AH",01784 777983,https://www.rightmove.co.uk/estate-agents/agent/Stirling-Ackroyd-Lettings/Staines---Lettings-12693.html,Added yesterday,"['Let available date: 30/09/2023', 'Deposit: £1,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Part furnished', 'Council Tax: Ask agent']",Apartment,×2,×1,"['Two double bedrooms', 'Lounge/diner', 'Communal gardens', 'Garage in block', 'Off-street parking']","An alternative deposit option is available Two double bedroom ground floor apartment with a garage situated on the Staines/Egham border. The property comprises a good sized lounge/diner leading to a modern fitted kitchen, two double bedrooms and a three-piece bathroom suite. Outside there is a large, attractive communal garden to the rear, ample parking and single garage. Early viewings are advised to fully appreciate the property on offer.",
prop139664078,"
            2 bedroom detached house        ",https://www.rightmove.co.uk/properties/139664078#/?channel=RES_LET,"Frith Farm House, Nr Faversham, ME13",GB,Commercial,"
Development Microsite





","£1,750 pcm",£404 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 07/11/2023', 'Deposit: £1,800A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Detached,×2,×2,"['No Agent Fees', 'Property Reference Number: 1538601']","Property Reference: 1538601.Luxury Holiday Cottage full of period charm set in stunning secure grounds on small private estate, near Faversham / Lenham but with easy access to Sittingbourne, Ashford, Maidstone and Canterbury (all within a 30 minute drive or less). Suit professional couple / corporate let / those between houses / small family. M2 and M20 15/20 minutes away, yet set deep in the AONB countryside. Available from 7 November 2023.Features include:Stunning location with electric gates for accessAccess to extensive grounds within beautifully maintained small private estateFully furnished and equipped to a high standard (part furnished also possible for longer lets)2 bathrooms en suite (one with bath, one with shower)Modern fitted kitchen with all white goods provided, including dishwasher, washer/dryer and 2 under-counter fridgesPlenty of built in in storage / wardrobesFaux low maintenance log burner and central heating throughoutOwn private patio area to the frontAccess to spa quality indoor swimming pool (by separate arrangement with the owners)Parking for one large or 2 small / medium sized cars. Sorry - NO Commercial Vehicles 3 excellent country pubs within a 5-minute drive (35 minute walk)Rent includes water supply and disposalMainly oil fired central heating and one electric heaterPrice quoted is for occupation by 2 people. For 3 or 4 add £100 per monthAccess to the 2,000 acre Otterden Estate for country and woodland walks on your door step.Summary & Exclusions:- Rent Amount: £1,750.00 per month (£403.85 per week)- Deposit / Bond: £1,800.00- 2 Bedrooms- 2 Bathrooms- Property comes furnished- Available to move in from 07 November, 2023- Minimum tenancy term is 8 months- Maximum number of tenants is 4- No Students- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- Property has parking- Property has garden access- EPC Rating: D  If calling, please quote reference: 1538601  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664075,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/139664075#/?channel=RES_LET,"Langley Road, Watford, WD17",GB,Commercial,"
Development Microsite





",£850 pcm,£196 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: Now', 'Deposit: £981A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×1,"['No Agent Fees', 'Room Only (Shared House)', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 1826275']","Property Reference: 1826275.We are proud to offer this delightful room in a 1 bedroom, 1 bathroom shared house in a great location.Available to move in from 07 September 2023, this property benefits from garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent £850.00 per month (£196.15 per week)Deposit / Bond is £980.76Minimum tenancy is 1 monthsMaximum number of tenants is 1Summary & Exclusions:- Rent Amount: £850.00 per month (£196.15 per week)- Deposit / Bond: £980.76- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 07 September, 2023- Minimum tenancy term is 1 months- Maximum number of tenants is 1- DSS enquiries welcome- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills Included- No Parking Available- Property has garden access- EPC Rating: EPC Not Required (Shared Accommodation)  If calling, please quote reference: 1826275  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664072,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/139664072#/?channel=RES_LET,"Estcourt Road, Watford, WD17",GB,Commercial,"
Development Microsite





",£875 pcm,£202 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: Now', 'Deposit: £1,010A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×1,"['No Agent Fees', 'Room Only (Shared House)', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 1826264']","Property Reference: 1826264.We are proud to offer this delightful room in a 1 bedroom, 1 bathroom shared house in a great location.Available to move in, this property benefits from garden access. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!Summary & Exclusions:- Rent Amount: £875.00 per month (£201.92 per week)- Deposit / Bond: £1,009.61- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 07 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 1- DSS enquiries welcome- Students welcome to enquire- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- No Parking Available- Property has garden access- EPC Rating: EPC Not Required (Shared Accommodation)  If calling, please quote reference: 1826264  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664066,"
            2 bedroom flat        ",https://www.rightmove.co.uk/properties/139664066#/?channel=RES_LET,"Celandine Drive, London, E8",GB,Commercial,"
Development Microsite





","£2,350 pcm",£542 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 01/10/2023', 'Deposit: £2,712A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×2,×1,"['No Agent Fees', 'Property Reference Number: 1805059']","Property Reference: 1805059.A stunning fully furnished two double bedroom flat situated on the first floor of a modern development boasting bright and contemporary interiors, a charming private west-facing balcony for afternoon sunshine, and an excellent Dalston location. The property comprises of a reception room to the front which leads to the west facing Balcony, with a separate modern kitchen, two double bedrooms, and one bathroom. The apartment benefits from plenty of space and storage as well as the added benefit of all rooms being set off of the long hallway.Celandine Drive is enviably located on the cusp of Dalston bringing its trendy vibe with underground bars and also the open spaces of London Fields Park opening up the Lido and green space and Broadway Market with its many attractions including the Saturday farmers market and has transport links set close by with London Fields, Haggerston and Dalston (London Overground) alongside the many bus links that run along Kingsland Road taking you to various parts of the City.Available to move in from 01 October 2023.Viewing is highly recommended. Contact today for more details or to arrange a viewing.Summary & Exclusions:- Rent Amount: £2,350.00 per month (£542.31 per week)- Deposit / Bond: £2,711.53- 2 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 01 October, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 2- No Students- No Pets, sorry- No Smokers- Family Friendly- Bills not included- No Parking Available- No Garden Access- EPC Rating: C  If calling, please quote reference: 1805059  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139545452,"
            3 bedroom flat        ",https://www.rightmove.co.uk/properties/139545452#/?channel=RES_LET,"Victoria Street, Westminster, London, SW1H",GB,Commercial,"
Development Microsite





","£8,996 pcm","£2,076 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.","Foxtons, Pimlico","166 Vauxhall Bridge Road,
London,
SW1V 2RA",020 3834 8046,https://www.rightmove.co.uk/estate-agents/agent/Foxtons/Pimlico-84889.html,Reduced on 05/09/2023,"['Let available date: Ask agent', 'Deposit: £10,379A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×3,×2,"['Situated within a secure development', 'Arranged over the 11th and 12th floors', '3 bedroom luxurious penthouse', 'En suite facilities', 'Offers bright and large living space', 'Ample storage space', '3 private balconies', 'Access to lift and concierge']","LONG LET. Situated within a secure development, this fantastic 3 bedroom penthouse offers bright and large living space, 3 private balconies, en suite facilities,ample storage space, access to concierge and lift.The property is located in a prime position in Westminster. A short walk to a range of shops, bars and restaurants while St. James' Park is the nearest station. Please use the reference CHPK1180666 when contacting Foxtons.BrochuresProperty detailsSuper sized images","2,206 sq. ft."
prop139664060,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139664060#/?channel=RES_LET,"Prince Of Wales Avenue, Reading, RG30",GB,Commercial,"
Development Microsite





",£895 pcm,£207 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 15/09/2023', 'Deposit: £1,033A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['No Agent Fees', 'Property Reference Number: 1826207']","Property Reference: 1826207.A one bedroom ground floor garden flat available immediately. Benefitting from gas radiator central heating.Permit parking available at Tenant's expense.Located to the west of Reading Town Centre.Council Tax Band - ASummary & Exclusions:- Rent Amount: £895.00 per month (£206.54 per week)- Deposit / Bond: £1,032.69- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 15 September, 2023- Minimum tenancy term is 6 months- Maximum number of tenants is 2- No Students- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- Property has parking- Property has garden access- EPC Rating: D  If calling, please quote reference: 1826207  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664057,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139664057#/?channel=RES_LET,"Streatham High Road, London, SW16",GB,Commercial,"
Development Microsite





","£1,295 pcm",£299 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 11/09/2023', 'Deposit: £1,494A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished or unfurnished, landlord is flexible', 'Council Tax: Ask agent']",Flat,×1,×1,"['No Agent Fees', 'Property Reference Number: 1809292']","Property Reference: 1809292.NEWLY REFURBUSHED High Spec self contained 1 bedroom flat situated in a prime location on Streatham High Road.WOOD LAMINATE FLOORING NEW REDECORATED THROUGHOUTQUALITY KITCHEN APPLIANCESWATER INCLUDED IN RENTLOW OUTGOINGSCOUNCIL TAX BAND A LAMBETH SUIT PROFESSIONALS AND HEALTHCARE WORKERSSummary & Exclusions:- Rent Amount: £1,295.00 per month (£298.85 per week)- Deposit / Bond: £1,494.23- 1 Bedrooms- 1 Bathrooms- Property comes furnished or unfurnished (tenant can decide)- Available to move in from 11 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 2- No Students- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- No Parking Available- No Garden Access- EPC Rating: D  If calling, please quote reference: 1809292  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664054,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/139664054#/?channel=RES_LET,"Wellington Road South, Hounslow, TW4",GB,Commercial,"
Development Microsite





",£850 pcm,£196 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 10/09/2023', 'Deposit: £850A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×2,"['No Agent Fees', 'Room Only (Shared House)', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 1826191']","Property Reference: 1826191.4 rooms are available in 6 bedroom house. Close to local amenities and an outstanding school.Summary & Exclusions:- Rent Amount: £850.00 per month (£196.15 per week)- Deposit / Bond: £850.00- 5 Bedrooms- 2 Bathrooms- Property comes furnished- Available to move in from 10 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 6- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills Included- No Parking Available- Property has garden access- EPC Rating: EPC Not Required (Shared Accommodation)  If calling, please quote reference: 1826191  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664051,"
            4 bedroom detached house        ",https://www.rightmove.co.uk/properties/139664051#/?channel=RES_LET,"Beaumont Road, Petts Wood, BR5",GB,Commercial,"
Development Microsite





","£2,885 pcm",£666 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 23/09/2023', 'Deposit: £1,000A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Detached,×4,×1,"['No Agent Fees', 'Property Reference Number: 1821601']","Property Reference: 1821601.We are happy to offer this delightful 4 bedroom, 1 bathroom detached house in a great location.It is situated on the Petts Wood /Orpington borders. It is an amazing  Tardis - smaller on the outside but large on the inside. As you will see from the plan it is larger than it first looks from the front, its over 1000 sq feet of living space.10 minute walk to Petts Wood Station (zone 5) - Frequent trains to London Bridge, Waterloo & Charing Cross,also Victoria.OR  15 minute walk (or 5 minute bus) to Orpington Station (zone 6).Available to view this property benefits from off road parking, together with a 60 foot secluded garden. Property is offered unfurnished. Newly decorated with new bathroom, all carpeting and new boiler. Consisting of 3 double bedrooms and 1 single bedroom, living room, large kitchen diner and conservatory all on one level.Within the school catchment area of Crofton Lane School, Darrick Wood School, Newlands School & St Olaves.Petts Wood is a suburban town within the M25 (exit 4) and ideally situated for access to the motorway network and the nearby railway station. The town high street has a comprehensive range of shops and facilities. Orpington is a nearby 5 minute drive  including the Walnuts Mall and Odeon cinema. Sports facilities are catered for with the Walnuts Leisure Centre, golf courses, football and rugby clubs all within the area. A short way out of town you will find larger chain shops at the Nugent Retail Park as well as the large DIY stores and big name retailers at the industrial parks on Sevenoaks Way. Larger shopping centres at Bluewater and Bromley can also be found within 9 miles drive or bus ride.We may be prepared to consider partial LHA. That is where the main tenant is employed receiving a topup LHA.Where other family members (tenants) are also employed.Summary & Exclusions:- Rent Amount: £2,885.00 per month (£665.77 per week)- Deposit / Bond: £1,000.00- 4 Bedrooms- 1 Bathrooms- Property comes unfurnished- Available to move in from 23 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 5- No Students- Pets considered / by arrangement- Smokers considered- Family Friendly- Bills not included- Property has parking- Property has garden access- EPC Rating: D  If calling, please quote reference: 1821601  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664048,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139664048#/?channel=RES_LET,"Heathfield Road, Croydon, CR0",GB,Commercial,"
Development Microsite





","£1,200 pcm",£277 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: 01/10/2023', 'Deposit: £1,200A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 1826140']","Property Reference: 1826140.We are proud to present this stylish one-bedroom flat, the top floor of a beautiful Victorian house located on a quiet road in the heart of South Croydon.Property consists of a generous living area with large windows that allow for an abundance of natural light, double bedroom with inbuilt wardrobes, large modern tiled bathroom, a separate fully fitted kitchen with all white goods, large driveway and  communal garden.With South Croydon station only 5 minutes walk away it is an ideal property in an excellent location with good transport links to central London, further benefit from the local amenities, supermarkets and more.Available to move in from 1st October 2023, property is offered part furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent £1,200 per month (£276.92 per week)Deposit / Bond is £1,200Minimum tenancy is 12 monthsMaximum number of tenants is 2Summary & Exclusions:- Rent Amount: £1,200.00 per month (£276.92 per week)- Deposit / Bond: £1,200.00- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 01 October, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 2- Students welcome to enquire- Pets considered / by arrangement- No Smokers- Family Friendly- Bills not included- Property has parking- Property has garden access- EPC Rating: Currently Being Obtained  If calling, please quote reference: 1826140  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664045,"
            Studio flat        ",https://www.rightmove.co.uk/properties/139664045#/?channel=RES_LET,"Buckingham, Buckingham, MK18",GB,Commercial,"
Development Microsite





","£1,000 pcm",£231 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Reduced yesterday,"['Let available date: 15/09/2023', 'Deposit: £1,154A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Studio,,×1,"['No Agent Fees', 'Only Available to Students', 'Bills Included', 'Property Reference Number: 1826169']","Property Reference: 1826169.We are pleased to offer for rent this luxurious self-contained studio apartments in a great location, short walk to University of Buckingham. Available to students only. Property is offered furnished with all bills inclusive.  Rent is payable annually in advance.  Each studio has a shower room, fully fitted modern kitchen with access to lovely front/back gardens and 2 allocated parking spaces. It is located on Chandos Road, a short walk to all University of Buckingham campuses.   The property is also a short walk to Swan pool leisure centre, Royal Latin gym, Chandos Road tennis court and a short walk to Tesco, Lidl and the Town centre for amenities.Summary & Exclusions:- Rent Amount: £1,000.00 per month (£230.77 per week)- Deposit / Bond: £1,153.80- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 15 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 1- Students ONLY.- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- Property has parking- Property has garden access- EPC Rating: D  If calling, please quote reference: 1826169  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664042,"
            Studio flat        ",https://www.rightmove.co.uk/properties/139664042#/?channel=RES_LET,"Buckingham, Buckingham, MK18",GB,Commercial,"
Development Microsite





","£1,250 pcm",£288 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Reduced yesterday,"['Let available date: 15/09/2023', 'Deposit: £1,442A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Studio,,×1,"['No Agent Fees', 'Only Available to Students', 'Bills Included', 'Property Reference Number: 1826160']","Property Reference: 1826160.We are pleased to offer for rent this luxurious self-contained studio apartments in a great location, short walk to University of Buckingham. Available to students only. Property is offered furnished with all bills inclusive.  Rent is payable annually in advance.  Each studio has a shower room, fully fitted modern kitchen with access to lovely front/back gardens and 2 allocated parking spaces. It is located on Chandos Road, a short walk to all University of Buckingham campuses.   The property is also a short walk to Swan pool leisure centre, Royal Latin gym, Chandos Road tennis court and a short walk to Tesco, Lidl and the Town centre for amenities.Summary & Exclusions:- Rent Amount: £1,250.00 per month (£288.46 per week)- Deposit / Bond: £1,442.30- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 15 September, 2023- Minimum tenancy term is 12 months- Maximum number of tenants is 1- Students ONLY.- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- Property has parking- Property has garden access- EPC Rating: D  If calling, please quote reference: 1826160  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664036,"
            Studio flat        ",https://www.rightmove.co.uk/properties/139664036#/?channel=RES_LET,"Queensland Avenue, London, N18",GB,Commercial,"
Development Microsite





","£1,350 pcm",£312 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: Now', 'Deposit: £1,350A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished or unfurnished, landlord is flexible', 'Council Tax: Ask agent']",Studio,,×1,"['No Agent Fees', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 1826148']","Property Reference: 1826148.Newly refurbished large first floor studio flat to rent.All bills included including council tax and wifiFitted kitchenette and shower roomAccess to gardenFurnishing at tenant choiceDeposit and first month rent required upfront.Walking distance to all local amenities.No fees to pay.Summary & Exclusions:- Rent Amount: £1,350.00 per month (£311.54 per week)- Deposit / Bond: £1,350.00- 1 Bedrooms- 1 Bathrooms- Property comes furnished or unfurnished (tenant can decide)- Available to move in from 07 September, 2023- Minimum tenancy term is 6 months- Maximum number of tenants is 1- DSS enquiries welcome- Students welcome to enquire- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- Property has parking- Property has garden access- EPC Rating: C  If calling, please quote reference: 1826148  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
prop139664030,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/139664030#/?channel=RES_LET,"Rayleigh Rd, Brentwood, CM13",GB,Commercial,"
Development Microsite





",£750 pcm,£173 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"OpenRent, London","39 Great Windmill Street
London
W1D 7LX 
",020 3322 3265,https://www.rightmove.co.uk/estate-agents/agent/OpenRent/London-96668.html,Added yesterday,"['Let available date: Now', 'Deposit: £519A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×3,"['No Agent Fees', 'Room Only (Shared House)', 'Bills Included', 'Property Reference Number: 1826058']","Property Reference: 1826058.House in Brentwood Hutton, between billericay and shenfield station.Large modern house fully furnished and well decorated throughout, modern kitchen and bathrooms with a large lovely garden with furniture.Summary & Exclusions:- Rent Amount: £750.00 per month (£173.08 per week)- Deposit / Bond: £519.23- 3 Bedrooms- 3 Bathrooms- Property comes furnished- Available to move in from 08 September, 2023- Minimum tenancy term is 3 months- Maximum number of tenants is 3- No Students- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills Included- Property has parking- Property has garden access- EPC Rating: EPC Not Required (Shared Accommodation)  If calling, please quote reference: 1826058  Fees:You will not be charged any admin fees. ** Contact today to book a viewing and have the landlord show you round! ** Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.",
